gt_search,yt_views,sp500_ret,cpi_surprise,unemp_rate,youth_proxy,shock_signed,novelty_kw_density,order_kw_density,axis_label,timestamp,trend_id,domain,text_blurb
0.6979410749035577,0.011104359439140739,0.07610957560931043,-1.1757330324488806,1.0319487775041414,-1.0646594247807124,-1.164165829268733,-0.9015376185645053,0.8323361517582406,-1.0,2015-01,quiet_luxury,fashion,"capsule wardrobe, muted palette"
1.000041728374529,-0.10254449305128699,-1.1285745833450793,0.06778104744111428,0.889517767880612,-0.6411765760323235,0.6830155355362066,-1.0584438848149427,1.0144921015549637,1.0,2015-02,quiet_luxury,fashion,normcore carry-over
-1.0762905299402348,0.028103350395641713,1.1070083869723875,0.933280801353377,-1.0254831970857088,1.1562545485282247,0.9511336255864942,1.0977319039881694,-1.0740375002970748,1.0,2019-06,y2k_revival,fashion,"low-rise, chrome, baby tee"
0.4694080673830909,-0.06200698471195934,0.2607095001049174,-1.1563296123707545,0.9185814860386465,-0.8277396336716327,-0.960517138287759,-0.9845421905576884,0.8672614636146498,-1.0,2015-01,quiet_luxury,fashion,"capsule wardrobe, muted palette"
1.1254695686769973,0.19368350093554254,-0.8890916663584519,-0.0778228809651703,0.8173797904154968,-0.6453036002016188,0.478425480907195,-0.953495687702868,0.9924998711701369,1.0,2015-02,quiet_luxury,fashion,normcore carry-over
-0.9529484023917335,-0.04228869598009346,1.0034388752806205,0.7829627059070009,-0.9736640220775684,0.8871808368372852,1.0814096449869839,1.2643049794100079,-0.8907040599281854,1.0,2019-06,y2k_revival,fashion,"low-rise, chrome, baby tee"
0.809581109220894,0.029959968356331815,0.2655892765611193,-0.9510412619730345,1.1829696559900258,-0.9783573893513298,-0.9766252523530868,-0.8586998556533999,0.6543997372612301,-1.0,2015-01,quiet_luxury,fashion,"capsule wardrobe, muted palette"
0.849330522332857,0.05757611754814859,-1.0165966326693607,-0.04474577798835933,0.8348812760064949,-0.7669130291549191,0.5450533576018619,-0.8697125758810867,1.088675070774297,-1.0,2015-02,quiet_luxury,fashion,normcore carry-over
-1.1012952835522571,-0.11415102198162717,0.959151902277457,0.9223730561634018,-0.896859532718632,0.9847190950079469,1.0344861658598636,1.0727800893171564,-1.096417593453522,1.0,2019-06,y2k_revival,fashion,"low-rise, chrome, baby tee"
0.6950827341674797,-0.10525578984143258,0.19704517839628505,-1.0018268966659947,1.0795717269883116,-1.0315618361295467,-0.850531159143225,-0.9582685418085758,0.959085421496341,-1.0,2015-01,quiet_luxury,fashion,"capsule wardrobe, muted palette"
0.7809620689161194,-0.09032249224382063,-1.08551118691304,0.01736348612775139,0.7428731696413606,-0.7682034484944601,0.6170015989557682,-0.9566888410718579,0.9505953604337967,-1.0,2015-02,quiet_luxury,fashion,normcore carry-over
-1.1559446134094526,-0.03514637262223241,1.0882051189711137,0.998511141448676,-1.020341126479577,1.0190390041548238,1.045877443058069,0.9914258693742986,-0.9594150119258854,1.0,2019-06,y2k_revival,fashion,"low-rise, chrome, baby tee"
0.8217368708987618,0.06810871618581309,0.018621931995081192,-1.0904835672542241,0.942670259389404,-1.025187424844853,-1.0363217962146263,-0.952491947184563,0.8134859864899006,-1.0,2015-01,quiet_luxury,fashion,"capsule wardrobe, muted palette"
0.9772771486778596,-0.11947556508283388,-0.8457642148916462,0.10851057701251819,0.8107938702181899,-0.7418617403319351,0.3789413856363376,-0.9234372104689031,1.0860189421900237,-1.0,2015-02,quiet_luxury,fashion,normcore carry-over
-1.0777156212188193,0.09870613477516192,0.9724898755701357,0.874195064888903,-0.9806036398589455,0.7927710541444835,0.8915173243272825,0.8720675025203352,-0.9102696763564385,1.0,2019-06,y2k_revival,fashion,"low-rise, chrome, baby tee"
0.6835467818758367,0.00782321758726278,0.20519589090026633,-0.9492402165663893,0.8862375736127684,-1.1298006431916954,-1.1340011403778143,-0.8062304676705516,0.8038659472510958,-1.0,2015-01,quiet_luxury,fashion,"capsule wardrobe, muted palette"
0.9525987561702643,-0.09858840014132318,-0.9569023480736998,-0.12912190565385237,1.0144545164506111,-0.8753139361721571,0.6546904907960418,-1.227555163306882,1.0999504768928958,-1.0,2015-02,quiet_luxury,fashion,normcore carry-over
-0.9637405694792002,0.07603401745334193,0.9282449100230393,0.9717155266056783,-0.8823524432545491,1.0116573323897453,0.9456938196482114,0.8844887411553168,-1.0430475361536642,1.0,2019-06,y2k_revival,fashion,"low-rise, chrome, baby tee"
0.8497334540829312,-0.0681073571590663,0.18464733692459356,-0.9378164963402813,0.960807987451422,-1.0290794139929276,-1.0050057584070136,-1.0654439756152279,0.9125454155032837,-1.0,2015-01,quiet_luxury,fashion,"capsule wardrobe, muted palette"
1.0770358064739713,0.030083838371867407,-0.9236355772155878,-0.0016075763173109244,1.042044943225716,-0.7786963578033815,0.7135913501409015,-0.7322222190890197,1.0546814131482947,1.0,2015-02,quiet_luxury,fashion,normcore carry-over
-0.818174644852618,-0.11452559135949746,0.9799300089012076,1.0194053972958657,-0.8392424073364967,0.8227818202240704,0.9458830328059503,0.9797080306108451,-1.078885834704982,1.0,2019-06,y2k_revival,fashion,"low-rise, chrome, baby tee"
0.7332295480924949,-0.02174654737839633,0.2836752842779331,-0.9250751711938832,0.9928018349905333,-1.1651102652975773,-1.0820454093743703,-0.8554774739962635,0.9556380111558441,-1.0,2015-01,quiet_luxury,fashion,"capsule wardrobe, muted palette"
1.0942769411073983,0.043898349328966975,-1.1448395137094114,0.08826449325413599,0.9997314830069751,-0.6859178414104922,0.7431415419080412,-1.1702618641885267,0.9661975965580163,1.0,2015-02,quiet_luxury,fashion,normcore carry-over
-0.9818900427803826,-0.1459061640169385,1.0069946893741153,0.7143582650470208,-1.1361475726822017,1.0393966135237938,1.1597711691117398,0.6025856274311268,-0.8217763246995471,1.0,2019-06,y2k_revival,fashion,"low-rise, chrome, baby tee"
0.6946170255915293,0.03801853334465871,0.24693440147357104,-0.8976511336563341,0.9895550980225476,-1.0660352538104512,-1.2502924243138251,-0.8946956664749736,0.8802717849484788,-1.0,2015-01,quiet_luxury,fashion,"capsule wardrobe, muted palette"
0.8999719225114728,-0.035524615553723396,-0.9960463979116492,0.07422313159605036,1.0596421884972478,-0.6198248992293617,0.5086941167186538,-0.9339020487337187,1.0471233929684147,1.0,2015-02,quiet_luxury,fashion,normcore carry-over
-0.9492293618499197,0.06732422081727764,0.8830253473741694,1.0752363253381763,-1.0971950107367237,1.0394767522711537,0.8659999619763408,1.1080970307890619,-0.9397797011030098,1.0,2019-06,y2k_revival,fashion,"low-rise, chrome, baby tee"
0.7269380449047183,-0.00810149752759032,0.15979738000689603,-0.7388175240954094,0.8807559828767462,-1.024725036355599,-0.9528062745360814,-0.9360928970397209,0.9374648413272684,-1.0,2015-01,quiet_luxury,fashion,"capsule wardrobe, muted palette"
0.9692949688517026,0.23012288426417202,-1.0491329421973186,0.03672988903404559,0.8318056249990979,-0.7458221983639989,0.5350605440516271,-0.9428952309660665,1.1483413407131853,1.0,2015-02,quiet_luxury,fashion,normcore carry-over
-0.865741083488947,0.05918743331231452,0.9088135594764958,0.9838655757192345,-0.8806159628120742,1.1091348711815219,0.8182744466198136,1.0244266677338443,-1.0747244850257165,1.0,2019-06,y2k_revival,fashion,"low-rise, chrome, baby tee"
